WeekID,Week Number,Week Position,Song,Performer,Previous Week Position,Peak Position,Weeks on Chart
7/20/19,29,80,Raised On Country,Chris Young,79,79,6
7/20/19,29,41,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,37,34,7
7/20/19,29,49,Some Of It,Eric Church,55,49,7
7/20/19,29,69,Rearview Town,Jason Aldean,68,68,7
7/20/19,29,93,Wake Up,Travis Scott,94,82,6
7/20/19,29,70,Walk Me Home,P!nk,64,49,19
7/20/19,29,52,ME!,Taylor Swift Featuring Brendon Urie,39,2,12
7/20/19,29,18,"Hey Look Ma, I Made It",Panic! At The Disco,18,18,13
7/20/19,29,88,Love Ain't,Eli Young Band,91,50,13
7/20/19,29,22,Happier,Marshmello & Bastille,25,2,47
7/20/19,29,37,Eastside,"benny blanco, Halsey & Khalid",36,9,52
7/20/19,29,64,Down Bad,"Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy",,64,2
7/20/19,29,92,Mother's Daughter,Miley Cyrus,83,83,3
7/20/19,29,59,GIRL,Maren Morris,61,59,19
7/20/19,29,33,High Hopes,Panic! At The Disco,33,4,49
7/20/19,29,99,Ocean Eyes,Billie Eilish,100,85,20
7/27/19,30,37,Antisocial,Ed Sheeran & Travis Scott,,37,1
7/27/19,30,53,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,,53,1
7/27/19,30,57,Remember The Name,Ed Sheeran Featuring Eminem & 50 Cent,,57,1
7/27/19,30,51,All To Myself,Dan + Shay,57,51,11
7/27/19,30,50,Clout,Offset Featuring Cardi B,62,39,15
7/27/19,30,81,24/7,Meek Mill Featuring Ella Mai,83,63,15
7/27/19,30,25,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,41,25,8
7/27/19,30,22,Pop Out,Polo G Featuring Lil Tjay,21,11,17
7/27/19,30,86,Calma,Pedro Capo X Farruko,86,71,18
7/27/19,30,46,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,43,22,24
7/27/19,30,45,Pure Water,Mustard & Migos,39,23,25
7/27/19,30,34,Speechless,Dan + Shay,34,33,30
7/27/19,30,43,Some Of It,Eric Church,49,43,8
7/27/19,30,62,Rearview Town,Jason Aldean,69,62,8
7/27/19,30,39,Rumor,Lee Brice,35,25,19
7/27/19,30,8,Sucker,Jonas Brothers,8,1,20
7/27/19,30,38,Act Up,City Girls,30,26,20
7/27/19,30,90,Like A Rodeo,Kane Brown,,90,1
7/27/19,30,18,The Git Up,Blanco Brown,19,16,6
7/27/19,30,28,The London,"Young Thug, J. Cole & Travis Scott",29,12,8
7/27/19,30,89,Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",,89,1
7/27/19,30,96,Southbound,Carrie Underwood,,96,1
7/27/19,30,36,Shotta Flow,NLE Choppa,38,36,13
7/27/19,30,77,The Ones That Didn't Make It Back Home,Justin Moore,84,77,5
7/27/19,30,70,Talk You Out Of It,Florida Georgia Line,77,70,22
7/27/19,30,5,Talk,Khalid,4,3,23
7/27/19,30,30,7 Rings,Ariana Grande,24,1,26
7/27/19,30,17,Dancing With A Stranger,Sam Smith & Normani,15,7,27
7/27/19,30,31,Sweet But Psycho,Ava Max,25,10,31
7/27/19,30,9,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,1,39
7/27/19,30,48,Shallow,Lady Gaga & Bradley Cooper,45,1,42
7/27/19,30,44,Better,Khalid,47,8,44
7/27/19,30,49,Sicko Mode,Travis Scott,50,1,50
7/27/19,30,87,Only Human,Jonas Brothers,100,87,5
7/27/19,30,93,Tap,NAV Featuring Meek Mill,96,93,6
7/27/19,30,7,Goodbyes,Post Malone Featuring Young Thug,3,3,2
7/27/19,30,85,Before I Let Go,Beyonce,87,65,13
7/27/19,30,95,Sanguine Paradise,Lil Uzi Vert,89,28,14
7/27/19,30,75,Cool,Jonas Brothers,63,27,15
7/27/19,30,2,Bad Guy,Billie Eilish,2,2,16
7/27/19,30,11,Suge,DaBaby,10,7,16
7/27/19,30,98,Spirit,Beyonce,,98,1
7/27/19,30,99,Best Part Of Me,Ed Sheeran Featuring YEBBA,,99,1
7/27/19,30,73,BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,60,60,2
7/27/19,30,12,Money In The Grave,Drake Featuring Rick Ross,11,7,5
7/27/19,30,74,It's You,Ali Gatie,76,70,5
7/27/19,30,88,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",95,88,2
7/27/19,30,91,I Don't Know About You,Chris Lane,98,91,2
7/27/19,30,47,My Type,Saweetie,67,47,3
7/27/19,30,76,Lalala,Y2K & bbno$,68,68,3
7/27/19,30,58,Worth It,YK Osiris,61,52,22
7/27/19,30,14,Wow.,Post Malone,13,2,30
7/27/19,30,15,You Need To Calm Down,Taylor Swift,16,2,5
7/27/19,30,26,Someone You Loved,Lewis Capaldi,36,26,10
7/27/19,30,80,Soltera,"Lunay, Daddy Yankee & Bad Bunny",82,73,10
7/27/19,30,24,Beer Never Broke My Heart,Luke Combs,23,22,11
7/27/19,30,33,Whiskey Glasses,Morgan Wallen,28,17,20
7/27/19,30,21,Without Me,Halsey,20,1,41
7/27/19,30,19,Beautiful People,Ed Sheeran Featuring Khalid,40,19,3
7/27/19,30,32,Never Really Over,Katy Perry,31,15,7
7/27/19,30,79,La La Land,Bryce Vine Featuring YG,81,79,7
7/27/19,30,92,Time,NF,,92,1
7/27/19,30,83,Tip Of My Tongue,Kenny Chesney,,83,1
7/27/19,30,72,Trampoline,SHAED,78,72,7
7/27/19,30,6,Truth Hurts,Lizzo,7,6,11
7/27/19,30,66,Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",44,44,2
7/27/19,30,20,God's Country,Blake Shelton,17,17,16
7/27/19,30,10,No Guidance,Chris Brown Featuring Drake,12,9,6
7/27/19,30,97,Que Pretendes,J Balvin & Bad Bunny,94,65,3
7/27/19,30,4,Senorita,Shawn Mendes & Camila Cabello,5,2,4
7/27/19,30,29,Panini,Lil Nas X,27,16,4
7/27/19,30,60,Rodeo,Lil Nas X & Cardi B,51,22,4
7/27/19,30,61,Cash Shit,Megan Thee Stallion Featuring DaBaby,74,61,4
7/27/19,30,82,One Thing Right,Marshmello & Kane Brown,79,57,4
7/27/19,30,63,Easier,5 Seconds Of Summer,66,48,8
7/27/19,30,56,Just Us,DJ Khaled Featuring SZA,56,43,9
7/27/19,30,59,Nightmare,Halsey,54,15,9
7/27/19,30,65,Earfquake,"Tyler, The Creator",55,13,9
7/27/19,30,3,I Don't Care,Ed Sheeran & Justin Bieber,6,2,10
7/27/19,30,13,If I Can't Have You,Shawn Mendes,14,2,11
7/27/19,30,54,Go Loko,"YG, Tyga & Jon Z",53,49,11
7/27/19,30,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,20
7/27/19,30,71,Look What God Gave Her,Thomas Rhett,65,32,20
7/27/19,30,40,Middle Child,J. Cole,32,4,26
7/27/19,30,42,Going Bad,Meek Mill Featuring Drake,42,6,33
7/27/19,30,67,Callaita,Bad Bunny & Tainy,73,67,6
7/27/19,30,84,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",91,81,6
7/27/19,30,23,Ran$om,Lil Tecca,26,23,7
7/27/19,30,64,Press,Cardi B,58,16,7
7/27/19,30,68,Call You Mine,The Chainsmokers & Bebe Rexha,72,67,7
7/27/19,30,78,Raised On Country,Chris Young,80,78,7
7/27/19,30,100,Wake Up,Travis Scott,93,82,7
7/27/19,30,69,Walk Me Home,P!nk,70,49,20
7/27/19,30,41,Knockin' Boots,Luke Bryan,48,41,12
7/27/19,30,55,ME!,Taylor Swift Featuring Brendon Urie,52,2,13
7/27/19,30,16,"Hey Look Ma, I Made It",Panic! At The Disco,18,16,14
7/27/19,30,94,Love Ain't,Eli Young Band,88,50,14
7/27/19,30,27,Happier,Marshmello & Bastille,22,2,48
7/27/19,30,52,GIRL,Maren Morris,59,52,20
7/27/19,30,35,High Hopes,Panic! At The Disco,33,4,50
8/3/19,31,84,Cool,Jonas Brothers,75,27,16
8/3/19,31,42,Baby,Lil Baby & DaBaby,,42,1
8/3/19,31,52,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",,52,1
8/3/19,31,19,Ran$om,Lil Tecca,23,19,8
8/3/19,31,50,Clout,Offset Featuring Cardi B,50,39,16
8/3/19,31,80,24/7,Meek Mill Featuring Ella Mai,81,63,16
8/3/19,31,2,Bad Guy,Billie Eilish,2,2,17
8/3/19,31,12,Suge,DaBaby,11,7,17
8/3/19,31,69,The Archer,Taylor Swift,,69,1
8/3/19,31,74,Soltera,"Lunay, Daddy Yankee & Bad Bunny",80,73,11
8/3/19,31,95,Calma,Pedro Capo X Farruko,86,71,19
8/3/19,31,48,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,46,22,25
8/3/19,31,30,Speechless,Dan + Shay,34,30,31
8/3/19,31,29,How Do You Sleep?,Sam Smith,,29,1
8/3/19,31,63,Press,Cardi B,64,16,8
8/3/19,31,66,Call You Mine,The Chainsmokers & Bebe Rexha,68,66,8
8/3/19,31,71,Raised On Country,Chris Young,78,71,8
8/3/19,31,26,Pop Out,Polo G Featuring Lil Tjay,22,11,18
8/3/19,31,24,Beer Never Broke My Heart,Luke Combs,24,22,12
8/3/19,31,41,All To Myself,Dan + Shay,51,41,12
8/3/19,31,76,Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",,76,1
8/3/19,31,54,Rearview Town,Jason Aldean,62,54,9
8/3/19,31,39,Rumor,Lee Brice,39,25,20
8/3/19,31,8,Sucker,Jonas Brothers,8,1,21
8/3/19,31,82,Hate Me,Ellie Goulding & Juice WRLD,,82,1
8/3/19,31,90,Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",,90,1
8/3/19,31,14,The Git Up,Blanco Brown,18,14,7
8/3/19,31,23,The London,"Young Thug, J. Cole & Travis Scott",28,12,9
8/3/19,31,94,Ballin',Mustard Featuring Roddy Ricch,,94,1
8/3/19,31,68,The Ones That Didn't Make It Back Home,Justin Moore,77,68,6
8/3/19,31,40,Act Up,City Girls,38,26,21
8/3/19,31,65,Talk You Out Of It,Florida Georgia Line,70,65,23
8/3/19,31,4,Talk,Khalid,5,3,24
8/3/19,31,33,7 Rings,Ariana Grande,30,1,27
8/3/19,31,17,Dancing With A Stranger,Sam Smith & Normani,17,7,28
8/3/19,31,31,Sweet But Psycho,Ava Max,31,10,32
8/3/19,31,9,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,1,40
8/3/19,31,47,Shallow,Lady Gaga & Bradley Cooper,48,1,43
8/3/19,31,43,Better,Khalid,44,8,45
8/3/19,31,46,Sicko Mode,Travis Scott,49,1,51
8/3/19,31,78,Only Human,Jonas Brothers,87,78,6
8/3/19,31,87,Tap,NAV Featuring Meek Mill,93,87,7
8/3/19,31,36,Shotta Flow,NLE Choppa,36,36,14
8/3/19,31,85,Before I Let Go,Beyonce,85,65,14
8/3/19,31,97,Sanguine Paradise,Lil Uzi Vert,95,28,15
8/3/19,31,62,Antisocial,Ed Sheeran & Travis Scott,37,37,2
8/3/19,31,89,Southbound,Carrie Underwood,96,89,2
8/3/19,31,93,Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",89,89,2
8/3/19,31,7,Goodbyes,Post Malone Featuring Young Thug,7,3,3
8/3/19,31,83,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",88,83,3
8/3/19,31,53,Worth It,YK Osiris,58,52,23
8/3/19,31,18,Wow.,Post Malone,14,2,31
8/3/19,31,15,You Need To Calm Down,Taylor Swift,15,2,6
8/3/19,31,59,Some Of It,Eric Church,43,43,9
8/3/19,31,61,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,25,25,9
8/3/19,31,20,Someone You Loved,Lewis Capaldi,26,20,11
8/3/19,31,35,Whiskey Glasses,Morgan Wallen,33,17,21
8/3/19,31,91,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,,91,8
8/3/19,31,22,Without Me,Halsey,21,1,42
8/3/19,31,99,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,53,53,2
8/3/19,31,86,I Don't Know About You,Chris Lane,91,86,3
8/3/19,31,37,My Type,Saweetie,47,37,4
8/3/19,31,77,Lalala,Y2K & bbno$,76,68,4
8/3/19,31,32,Never Really Over,Katy Perry,32,15,8
8/3/19,31,98,Tip Of My Tongue,Kenny Chesney,83,83,2
8/3/19,31,67,Trampoline,SHAED,72,67,8
8/3/19,31,5,Truth Hurts,Lizzo,6,5,12
8/3/19,31,88,Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",66,44,3
8/3/19,31,16,"Hey Look Ma, I Made It",Panic! At The Disco,16,16,15
8/3/19,31,92,Love Ain't,Eli Young Band,94,50,15
8/3/19,31,21,God's Country,Blake Shelton,20,17,17
8/3/19,31,13,Money In The Grave,Drake Featuring Rick Ross,12,7,6
8/3/19,31,72,It's You,Ali Gatie,74,70,6
8/3/19,31,11,No Guidance,Chris Brown Featuring Drake,10,9,7
8/3/19,31,25,Beautiful People,Ed Sheeran Featuring Khalid,19,19,4
8/3/19,31,96,Que Pretendes,J Balvin & Bad Bunny,97,65,4
8/3/19,31,3,Senorita,Shawn Mendes & Camila Cabello,4,2,5
8/3/19,31,75,La La Land,Bryce Vine Featuring YG,79,75,8
8/3/19,31,64,Easier,5 Seconds Of Summer,63,48,9
8/3/19,31,28,Panini,Lil Nas X,29,16,5
8/3/19,31,51,Cash Shit,Megan Thee Stallion Featuring DaBaby,61,51,5
8/3/19,31,60,One Thing Right,Marshmello & Kane Brown,82,57,5
8/3/19,31,73,Rodeo,Lil Nas X & Cardi B,60,22,5
8/3/19,31,57,Just Us,DJ Khaled Featuring SZA,56,43,10
8/3/19,31,70,Earfquake,"Tyler, The Creator",65,13,10
8/3/19,31,81,Nightmare,Halsey,59,15,10
8/3/19,31,6,I Don't Care,Ed Sheeran & Justin Bieber,3,2,11
8/3/19,31,10,If I Can't Have You,Shawn Mendes,13,2,12
8/3/19,31,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,21
8/3/19,31,49,Middle Child,J. Cole,40,4,27
8/3/19,31,45,Going Bad,Meek Mill Featuring Drake,42,6,34
8/3/19,31,55,Callaita,Bad Bunny & Tainy,67,55,7
8/3/19,31,79,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",84,79,7
8/3/19,31,56,Go Loko,"YG, Tyga & Jon Z",54,49,12
8/3/19,31,38,Knockin' Boots,Luke Bryan,41,38,13
8/3/19,31,58,ME!,Taylor Swift Featuring Brendon Urie,55,2,14
8/3/19,31,27,Happier,Marshmello & Bastille,27,2,49
8/3/19,31,100,MEGATRON,Nicki Minaj,,100,4
8/3/19,31,44,GIRL,Maren Morris,52,44,21
8/3/19,31,34,High Hopes,Panic! At The Disco,35,4,51
8/10/19,32,49,Clout,Offset Featuring Cardi B,50,39,17
8/10/19,32,84,24/7,Meek Mill Featuring Ella Mai,80,63,17
8/10/19,32,34,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",79,34,8
8/10/19,32,64,Single Again,Big Sean,,64,1
8/10/19,32,69,Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,,69,1
8/10/19,32,96,Calma,Pedro Capo X Farruko,95,71,20
8/10/19,32,26,Speechless,Dan + Shay,30,26,32
8/10/19,32,39,Gold Roses,Rick Ross Featuring Drake,,39,1
8/10/19,32,58,Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,,58,1
8/10/19,32,52,Callaita,Bad Bunny & Tainy,55,52,8
8/10/19,32,97,Cool,Jonas Brothers,84,27,17
8/10/19,32,2,Bad Guy,Billie Eilish,2,2,18
8/10/19,32,14,Suge,DaBaby,12,7,18
8/10/19,32,18,Someone You Loved,Lewis Capaldi,20,18,12
8/10/19,32,10,Ran$om,Lil Tecca,19,10,9
8/10/19,32,27,Pop Out,Polo G Featuring Lil Tjay,26,11,19
8/10/19,32,82,Living,Dierks Bentley,,82,1
8/10/19,32,85,Leave Me Alone,NF,,85,1
8/10/19,32,15,The Git Up,Blanco Brown,14,14,8
8/10/19,32,28,The London,"Young Thug, J. Cole & Travis Scott",23,12,10
8/10/19,32,89,Daddy,Blueface & Rich The Kid,,89,1
8/10/19,32,94,All Day Long,Chance The Rapper Featuring John Legend,,94,1
8/10/19,32,95,Do You Remember,Chance The Rapper Featuring Death Cab For Cutie,,95,1
8/10/19,32,71,Soltera,"Lunay, Daddy Yankee & Bad Bunny",74,71,12
8/10/19,32,21,Beer Never Broke My Heart,Luke Combs,24,21,13
8/10/19,32,43,All To Myself,Dan + Shay,41,41,13
8/10/19,32,51,The Ones That Didn't Make It Back Home,Justin Moore,68,51,7
8/10/19,32,86,The Search,NF,,86,2
8/10/19,32,9,Sucker,Jonas Brothers,8,1,22
8/10/19,32,63,Talk You Out Of It,Florida Georgia Line,65,63,24
8/10/19,32,5,Talk,Khalid,4,3,25
8/10/19,32,30,7 Rings,Ariana Grande,33,1,28
8/10/19,32,19,Dancing With A Stranger,Sam Smith & Normani,17,7,29
8/10/19,32,33,Sweet But Psycho,Ava Max,31,10,33
8/10/19,32,11,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,9,1,41
8/10/19,32,47,Shallow,Lady Gaga & Bradley Cooper,47,1,44
8/10/19,32,45,Better,Khalid,43,8,46
8/10/19,32,50,Sicko Mode,Travis Scott,46,1,52
8/10/19,32,70,Only Human,Jonas Brothers,78,70,7
8/10/19,32,90,Tap,NAV Featuring Meek Mill,87,87,8
8/10/19,32,40,How Do You Sleep?,Sam Smith,29,29,2
8/10/19,32,74,Hate Me,Ellie Goulding & Juice WRLD,82,74,2
8/10/19,32,36,Shotta Flow,NLE Choppa,36,36,15
8/10/19,32,87,Before I Let Go,Beyonce,85,65,15
8/10/19,32,41,Baby,Lil Baby & DaBaby,42,41,2
8/10/19,32,44,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",52,44,2
8/10/19,32,79,The Archer,Taylor Swift,69,69,2
8/10/19,32,93,Ballin',Mustard Featuring Roddy Ricch,94,93,2
8/10/19,32,38,My Type,Saweetie,37,37,5
8/10/19,32,76,Lalala,Y2K & bbno$,77,68,5
8/10/19,32,53,Worth It,YK Osiris,53,52,24
8/10/19,32,20,Wow.,Post Malone,18,2,32
8/10/19,32,16,You Need To Calm Down,Taylor Swift,15,2,7
8/10/19,32,62,Raised On Country,Chris Young,71,62,9
8/10/19,32,65,Call You Mine,The Chainsmokers & Bebe Rexha,66,65,9
8/10/19,32,66,Press,Cardi B,63,16,9
8/10/19,32,46,Rearview Town,Jason Aldean,54,46,10
8/10/19,32,59,Some Of It,Eric Church,59,43,10
8/10/19,32,77,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,61,25,10
8/10/19,32,35,Whiskey Glasses,Morgan Wallen,35,17,22
8/10/19,32,22,Without Me,Halsey,22,1,43
8/10/19,32,78,Antisocial,Ed Sheeran & Travis Scott,62,37,3
8/10/19,32,81,Southbound,Carrie Underwood,89,81,3
8/10/19,32,88,Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",93,88,3
8/10/19,32,8,Goodbyes,Post Malone Featuring Young Thug,7,3,4
8/10/19,32,73,I Don't Know About You,Chris Lane,86,73,4
8/10/19,32,80,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",83,80,4
8/10/19,32,75,It's You,Ali Gatie,72,70,7
8/10/19,32,6,No Guidance,Chris Brown Featuring Drake,11,6,8
8/10/19,32,67,Time,NF,,67,2
8/10/19,32,98,Tip Of My Tongue,Kenny Chesney,98,83,3
8/10/19,32,60,Trampoline,SHAED,67,60,9
8/10/19,32,4,Truth Hurts,Lizzo,5,4,13
8/10/19,32,61,ME!,Taylor Swift Featuring Brendon Urie,58,2,15
8/10/19,32,17,"Hey Look Ma, I Made It",Panic! At The Disco,16,16,16
8/10/19,32,91,Love Ain't,Eli Young Band,92,50,16
8/10/19,32,24,God's Country,Blake Shelton,21,17,18
8/10/19,32,13,Money In The Grave,Drake Featuring Rick Ross,13,7,7
8/10/19,32,31,Panini,Lil Nas X,28,16,6
8/10/19,32,29,Never Really Over,Katy Perry,32,15,9
8/10/19,32,83,La La Land,Bryce Vine Featuring YG,75,75,9
8/10/19,32,23,Beautiful People,Ed Sheeran Featuring Khalid,25,19,5
8/10/19,32,3,Senorita,Shawn Mendes & Camila Cabello,3,2,6
8/10/19,32,57,Easier,5 Seconds Of Summer,64,48,10
8/10/19,32,56,Just Us,DJ Khaled Featuring SZA,57,43,11
8/10/19,32,68,Earfquake,"Tyler, The Creator",70,13,11
8/10/19,32,100,Nightmare,Halsey,81,15,11
8/10/19,32,7,I Don't Care,Ed Sheeran & Justin Bieber,6,2,12
8/10/19,32,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,22
8/10/19,32,48,Going Bad,Meek Mill Featuring Drake,45,6,35
8/10/19,32,42,Cash Shit,Megan Thee Stallion Featuring DaBaby,51,42,6
8/10/19,32,55,One Thing Right,Marshmello & Kane Brown,60,55,6
8/10/19,32,72,Rodeo,Lil Nas X & Cardi B,73,22,6
8/10/19,32,99,What If I Never Get Over You,Lady Antebellum,,99,2
8/10/19,32,12,If I Can't Have You,Shawn Mendes,10,2,13
8/10/19,32,54,Go Loko,"YG, Tyga & Jon Z",56,49,13
8/10/19,32,37,Knockin' Boots,Luke Bryan,38,37,14
8/10/19,32,25,Happier,Marshmello & Bastille,27,2,50
8/10/19,32,92,MEGATRON,Nicki Minaj,100,92,5
8/10/19,32,32,High Hopes,Panic! At The Disco,34,4,52
8/17/19,33,8,Boyfriend,Ariana Grande & Social House,,8,1
8/17/19,33,40,Rearview Town,Jason Aldean,46,40,11
8/17/19,33,65,Some Of It,Eric Church,59,43,11
8/17/19,33,100,Before I Let Go,Beyonce,87,65,16
8/17/19,33,67,Queen Of Mean,Sarah Jeffery,,67,1
8/17/19,33,50,Clout,Offset Featuring Cardi B,49,39,18
8/17/19,33,83,24/7,Meek Mill Featuring Ella Mai,84,63,18
8/17/19,33,60,How About Now,Drake,,60,1
8/17/19,33,28,Speechless,Dan + Shay,26,26,33
8/17/19,33,81,Right Back,Khalid Featuring A Boogie Wit da Hoodie,,81,1
8/17/19,33,68,Dreams Money Can Buy,Drake,,68,1
8/17/19,33,44,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",34,34,9
8/17/19,33,53,Callaita,Bad Bunny & Tainy,52,52,9
8/17/19,33,2,Bad Guy,Billie Eilish,2,2,19
8/17/19,33,15,Suge,DaBaby,14,7,19
8/17/19,33,25,Pop Out,Polo G Featuring Lil Tjay,27,11,20
8/17/19,33,93,Fear Inoculum,Tool,,93,1
8/17/19,33,94,Love You Too Late,Cole Swindell,,94,1
8/17/19,33,16,The Git Up,Blanco Brown,15,14,9
8/17/19,33,27,The London,"Young Thug, J. Cole & Travis Scott",28,12,11
8/17/19,33,61,The Motion,Drake,,61,1
8/17/19,33,85,Club Paradise,Drake,,85,1
8/17/19,33,95,Days In The East,Drake,,95,1
8/17/19,33,17,Someone You Loved,Lewis Capaldi,18,17,13
8/17/19,33,70,Soltera,"Lunay, Daddy Yankee & Bad Bunny",71,70,13
8/17/19,33,46,The Ones That Didn't Make It Back Home,Justin Moore,51,46,8
8/17/19,33,12,Sucker,Jonas Brothers,9,1,23
8/17/19,33,57,Talk You Out Of It,Florida Georgia Line,63,57,25
8/17/19,33,5,Talk,Khalid,5,3,26
8/17/19,33,30,7 Rings,Ariana Grande,30,1,29
8/17/19,33,20,Dancing With A Stranger,Sam Smith & Normani,19,7,30
8/17/19,33,34,Sweet But Psycho,Ava Max,33,10,34
8/17/19,33,14,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,11,1,42
8/17/19,33,49,Shallow,Lady Gaga & Bradley Cooper,47,1,45
8/17/19,33,42,Better,Khalid,45,8,47
8/17/19,33,63,Only Human,Jonas Brothers,70,63,8
8/17/19,33,92,Tap,NAV Featuring Meek Mill,90,87,9
8/17/19,33,72,Living,Dierks Bentley,82,72,2
8/17/19,33,73,Gold Roses,Rick Ross Featuring Drake,39,39,2
8/17/19,33,80,Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,58,58,2
8/17/19,33,21,Beer Never Broke My Heart,Luke Combs,21,21,14
8/17/19,33,33,All To Myself,Dan + Shay,43,33,14
8/17/19,33,39,Shotta Flow,NLE Choppa,36,36,16
8/17/19,33,99,Prayed For You,Matt Stell,,99,1
8/17/19,33,84,Single Again,Big Sean,64,64,2
8/17/19,33,9,Goodbyes,Post Malone Featuring Young Thug,8,3,5
8/17/19,33,69,I Don't Know About You,Chris Lane,73,69,5
8/17/19,33,78,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",80,78,5
8/17/19,33,37,How Do You Sleep?,Sam Smith,40,29,3
8/17/19,33,74,Hate Me,Ellie Goulding & Juice WRLD,74,74,3
8/17/19,33,48,Worth It,YK Osiris,53,48,25
8/17/19,33,23,Wow.,Post Malone,20,2,33
8/17/19,33,18,You Need To Calm Down,Taylor Swift,16,2,8
8/17/19,33,10,Ran$om,Lil Tecca,10,10,10
8/17/19,33,54,Raised On Country,Chris Young,62,54,10
8/17/19,33,56,Call You Mine,The Chainsmokers & Bebe Rexha,65,56,10
8/17/19,33,64,Press,Cardi B,66,16,10
8/17/19,33,36,Whiskey Glasses,Morgan Wallen,35,17,23
8/17/19,33,24,Without Me,Halsey,22,1,44
8/17/19,33,98,Daddy,Blueface & Rich The Kid,89,89,2
8/17/19,33,43,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",44,43,3
8/17/19,33,45,Baby,Lil Baby & DaBaby,41,41,3
8/17/19,33,89,Ballin',Mustard Featuring Roddy Ricch,93,89,3
8/17/19,33,13,Money In The Grave,Drake Featuring Rick Ross,13,7,8
8/17/19,33,79,Time,NF,67,67,3
8/17/19,33,86,Tip Of My Tongue,Kenny Chesney,98,83,4
8/17/19,33,52,Trampoline,SHAED,60,52,10
8/17/19,33,58,Trust Issues,Drake,,58,1
8/17/19,33,4,Truth Hurts,Lizzo,4,4,14
8/17/19,33,82,Uno,Ambjaay,,82,1
8/17/19,33,32,Knockin' Boots,Luke Bryan,37,32,15
8/17/19,33,66,ME!,Taylor Swift Featuring Brendon Urie,61,2,16
8/17/19,33,19,"Hey Look Ma, I Made It",Panic! At The Disco,17,16,17
8/17/19,33,87,Love Ain't,Eli Young Band,91,50,17
8/17/19,33,35,My Type,Saweetie,38,35,6
8/17/19,33,71,Lalala,Y2K & bbno$,76,68,6
8/17/19,33,76,Southbound,Carrie Underwood,81,76,4
8/17/19,33,88,Antisocial,Ed Sheeran & Travis Scott,78,37,4
8/17/19,33,75,It's You,Ali Gatie,75,70,8
8/17/19,33,6,No Guidance,Chris Brown Featuring Drake,6,6,9
8/17/19,33,22,Beautiful People,Ed Sheeran Featuring Khalid,23,19,6
8/17/19,33,38,Never Really Over,Katy Perry,29,15,10
8/17/19,33,91,La La Land,Bryce Vine Featuring YG,83,75,10
8/17/19,33,55,Easier,5 Seconds Of Summer,57,48,11
8/17/19,33,29,God's Country,Blake Shelton,24,17,19
8/17/19,33,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,23
8/17/19,33,47,Going Bad,Meek Mill Featuring Drake,48,6,36
8/17/19,33,3,Senorita,Shawn Mendes & Camila Cabello,3,2,7
8/17/19,33,31,Panini,Lil Nas X,31,16,7
